date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:38	263/263	---M-Z	200	added ('OK')	text/plain	date:Tue,%2009%20Nov%202021%2014:46:37%20GMT	https://www.arteva.fr/robots.txt		(from )
14:46:38	156327/156327	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2008:44:37%20GMT	https://www.arteva.fr/solution-edi/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/index.html	(from )
14:46:41	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2009%20Nov%202021%2014:46:41%20GMT	https://www.googletagmanager.com/gtm.js?id=	/home/barry/websites/EDI/www.googletagmanager.com/gtm.05445.delayed	(from https://www.arteva.fr/solution-edi/)
14:46:45	43/43	---MC-	200	added ('OK')	image/gif	date:Tue,%2009%20Nov%202021%2014:46:44%20GMT	http://stats.webleads-tracker.com/101165934ns.gif	/home/barry/websites/EDI/stats.webleads-tracker.com/101165934ns.gif	(from https://www.arteva.fr/solution-edi/)
14:46:54	5842/5842	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2014:46:51%20GMT	https://gmpg.org/xfn/11	/home/barry/websites/EDI/gmpg.org/xfn/11.html	(from https://www.arteva.fr/solution-edi/)
14:46:57	14380/14380	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2008:39:08%20GMT	https://www.arteva.fr/wp-content/themes/unbound/fonts/open-sans-v16-latin-regular.woff2	/home/barry/websites/EDI/www.arteva.fr/wp-content/themes/unbound/fonts/open-sans-v16-latin-regular.html	(from https://www.arteva.fr/solution-edi/)
14:47:07	15056/15056	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2008:39:08%20GMT	https://www.arteva.fr/wp-content/themes/unbound/fonts/open-sans-v16-latin-700.woff2	/home/barry/websites/EDI/www.arteva.fr/wp-content/themes/unbound/fonts/open-sans-v16-latin-700.html	(from https://www.arteva.fr/solution-edi/)
14:47:11	14880/14880	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2008:39:08%20GMT	https://www.arteva.fr/wp-content/themes/unbound/fonts/open-sans-v16-latin-600.woff2	/home/barry/websites/EDI/www.arteva.fr/wp-content/themes/unbound/fonts/open-sans-v16-latin-600.html	(from https://www.arteva.fr/solution-edi/)
14:47:13	45152/45152	---M-Z	200	added ('OK')	application/font-woff	date:Thu,%2016%20Jul%202020%2008:38:50%20GMT	https://www.arteva.fr/wp-content/plugins/js_composer/assets/css/lib/vc-entypo/fonts/vc_entypo.woff	/home/barry/websites/EDI/www.arteva.fr/wp-content/plugins/js_composer/assets/css/lib/vc-entypo/fonts/vc_entypo.woff	(from https://www.arteva.fr/solution-edi/)
14:47:13	7536/7536	---M-Z	200	added ('OK')	application/font-woff	date:Thu,%2016%20Jul%202020%2008:38:50%20GMT	https://www.arteva.fr/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	/home/barry/websites/EDI/www.arteva.fr/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://www.arteva.fr/solution-edi/)
14:47:15	77160/77160	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Jul%202020%2008:39:08%20GMT	https://www.arteva.fr/wp-content/themes/unbound/fonts/fontawesome-webfont.woff2?v=4.7.0	/home/barry/websites/EDI/www.arteva.fr/wp-content/themes/unbound/fonts/fontawesome-webfont3e6e.html	(from https://www.arteva.fr/solution-edi/)
14:47:16	626972/626972	---MCZ	200	added ('OK')	application/font-woff	date:Thu,%2016%20Jul%202020%2008:38:49%20GMT	https://www.arteva.fr/wp-content/plugins/radiantthemes-addons/assets/fonts/icofont.woff	/home/barry/websites/EDI/www.arteva.fr/wp-content/plugins/radiantthemes-addons/assets/fonts/icofont.woff	(from https://www.arteva.fr/solution-edi/)
14:47:17	961/961	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2016%20Jul%202020%2008:39:10%20GMT	https://www.arteva.fr/wp-content/uploads/2018/11/close-envelope.svg	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2018/11/close-envelope.svg	(from https://www.arteva.fr/solution-edi/)
14:47:18	2008/2008	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2016%20Jul%202020%2008:39:10%20GMT	https://www.arteva.fr/wp-content/uploads/2018/11/phone-receiver.svg	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2018/11/phone-receiver.svg	(from https://www.arteva.fr/solution-edi/)
14:47:19	447/447	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:10%20GMT	https://www.arteva.fr/wp-content/uploads/2018/11/up-arrow11-e1542105013650.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2018/11/up-arrow11-e1542105013650.png	(from https://www.arteva.fr/solution-edi/)
14:47:22	5277/5277	---MC-	200	added ('OK')	text/css	date:Tue,%2009%20Nov%202021%2014:47:21%20GMT	https://fonts.googleapis.com/css?family=Rubik%3A300%2C400%2C500%2C700%2C900%2C300italic%2C400italic%2C500italic%2C700italic%2C900italic%7CPoppins%3A400%7COpen%20Sans%3A300%2C400%2C600%2C700%2C800%2C300italic%2C400italic%2C600italic%2C700italic%2C800italic%7CAbril%20Fatface%3Aregular&display=swap	/home/barry/websites/EDI/fonts.googleapis.com/cssb7ff.css	(from https://www.arteva.fr/solution-edi/)
14:47:24	89496/89496	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2022%20Apr%202021%2009:47:04%20GMT	https://www.arteva.fr/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	/home/barry/websites/EDI/www.arteva.fr/wp-includes/js/jquery/jquery.min9d52.js	(from https://www.arteva.fr/solution-edi/)
14:47:25	230/230	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2014:47:24%20GMT	http://www.arteva.fr/	/home/barry/websites/EDI/www.arteva.fr/index.html	(from https://www.arteva.fr/solution-edi/)
14:47:29	39840/39840	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2014:47:25%20GMT	http://www.google.com/	/home/barry/websites/EDI/www.google.com/index.html	(from https://www.arteva.fr/solution-edi/)
14:47:30	1597/1597	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Nov%202021%2014:47:25%20GMT	http://fonts.googleapis.com/	/home/barry/websites/EDI/fonts.googleapis.com/index.html	(from https://www.arteva.fr/solution-edi/)
14:47:30	1373339/1373339	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20May%202021%2017:56:13%20GMT	https://www.arteva.fr/wp-content/cache/min/1/1f692784e4806fc51aae043288d77900.css	/home/barry/websites/EDI/www.arteva.fr/wp-content/cache/min/1/1f692784e4806fc51aae043288d77900.css	(from https://www.arteva.fr/solution-edi/)
14:47:30	39489/39489	---MC-	200	added ('OK')	application/json	date:Tue,%2009%20Nov%202021%2014:47:24%20GMT	https://www.arteva.fr/wp-json/wp/v2/pages/8310	/home/barry/websites/EDI/www.arteva.fr/wp-json/wp/v2/pages/8310.json	(from https://www.arteva.fr/solution-edi/)
14:47:32	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Nov%202021%2014:47:32%20GMT	https://fonts.gstatic.com/	/home/barry/websites/EDI/fonts.gstatic.com/index.html	(from https://www.arteva.fr/solution-edi/)
14:47:33	59729/59729	---MC-	200	added ('OK')	application/rss+xml	etag:%2235647df55b7f3e96e9b75c5e6bc72b53%22	https://www.arteva.fr/feed/	/home/barry/websites/EDI/www.arteva.fr/feed/index.html	(from https://www.arteva.fr/solution-edi/)
14:47:33	792/792	---MC-	200	added ('OK')	text/xml	date:Tue,%2009%20Nov%202021%2014:47:30%20GMT	https://www.arteva.fr/xmlrpc.php?rsd	/home/barry/websites/EDI/www.arteva.fr/xmlrpc0db0.php	(from https://www.arteva.fr/solution-edi/)
14:47:33	754/754	---MC-	200	added ('OK')	application/rss+xml	etag:%22711178ff52146d6172f45001a49b7041%22	https://www.arteva.fr/comments/feed/	/home/barry/websites/EDI/www.arteva.fr/comments/feed/index.html	(from https://www.arteva.fr/solution-edi/)
14:47:33	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Tue,%2009%20Nov%202021%2014:47:33%20GMT	https://www.arteva.fr/wp-includes/wlwmanifest.xml	/home/barry/websites/EDI/www.arteva.fr/wp-includes/wlwmanifest.xml	(from https://www.arteva.fr/solution-edi/)
14:47:35	98849/98849	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2031%20Mar%202021%2008:22:55%20GMT	https://www.arteva.fr/wp-content/cache/busting/1/gtm-25a84108557dabfe5c3f1629d60652a8.js	/home/barry/websites/EDI/www.arteva.fr/wp-content/cache/busting/1/gtm-25a84108557dabfe5c3f1629d60652a8.js	(from https://www.arteva.fr/solution-edi/)
14:47:36	1150/1150	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	date:Thu,%2016%20Jul%202020%2008:39:10%20GMT	https://www.arteva.fr/wp-content/uploads/2018/08/fav-ico-16x16-1.ico	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2018/08/fav-ico-16x16-1.ico	(from https://www.arteva.fr/solution-edi/)
14:47:36	4488/4488	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:10%20GMT	https://www.arteva.fr/wp-content/uploads/2018/08/fav-ico.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2018/08/fav-ico.png	(from https://www.arteva.fr/solution-edi/)
14:47:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2014:47:35%20GMT	https://www.arteva.fr/?p=8310	/home/barry/websites/EDI/www.arteva.fr/indexcc98.html	(from https://www.arteva.fr/solution-edi/)
14:47:40	129498/129498	---MC-	200	added ('OK')	application/json	date:Tue,%2009%20Nov%202021%2014:47:34%20GMT	https://www.arteva.fr/wp-json/	/home/barry/websites/EDI/www.arteva.fr/wp-json/index.html	(from https://www.arteva.fr/solution-edi/)
14:47:40	2992/2992	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:10%20GMT	https://www.arteva.fr/wp-content/uploads/2018/09/Arteva-sans-fond-HD-2-e1536841207845.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2018/09/Arteva-sans-fond-HD-2-e1536841207845.png	(from https://www.arteva.fr/solution-edi/)
14:47:42	99505/99505	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/02/echange-de-donnees-informatisees-572x574.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/02/echange-de-donnees-informatisees-572x574.png	(from https://www.arteva.fr/solution-edi/)
14:47:42	13065/13065	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:49:24%20GMT	https://www.arteva.fr/wp-content/uploads/2020/03/solution_edi_b2apps.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2020/03/solution_edi_b2apps.png	(from https://www.arteva.fr/solution-edi/)
14:47:43	215541/215541	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2012:01:54%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/index.html	(from https://www.arteva.fr/solution-edi/)
14:47:43	3470/3470	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:10%20GMT	https://www.arteva.fr/wp-content/uploads/2018/10/logo-rond-arteva-sf2.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2018/10/logo-rond-arteva-sf2.png	(from https://www.arteva.fr/solution-edi/)
14:47:45	884/884	---MC-	200	added ('OK')	text/javascript	date:Tue,%2009%20Nov%202021%2014:47:45%20GMT	https://www.google.com/recaptcha/api.js?render=6Ld90ZoUAAAAAGFLG-i64OKpBrq3NwMy-Vrz6Ysa&ver=3.0	/home/barry/websites/EDI/www.google.com/recaptcha/api192a.js	(from https://www.arteva.fr/solution-edi/)
14:47:46	7890/7890	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2011%20Feb%202021%2008:16:03%20GMT	https://www.arteva.fr/wp-content/plugins/wp-rocket/assets/js/lazyload/16.1/lazyload.min.js	/home/barry/websites/EDI/www.arteva.fr/wp-content/plugins/wp-rocket/assets/js/lazyload/16.1/lazyload.min.js	(from https://www.arteva.fr/solution-edi/)
14:47:48	809677/809677	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20May%202021%2017:56:14%20GMT	https://www.arteva.fr/wp-content/cache/min/1/17cbce7ff189c8c2dd6788b05a122e2a.js	/home/barry/websites/EDI/www.arteva.fr/wp-content/cache/min/1/17cbce7ff189c8c2dd6788b05a122e2a.js	(from https://www.arteva.fr/solution-edi/)
14:47:50	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from https://www.arteva.fr/solution-edi/)
14:47:54	2067/2067	---M-Z	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680-gzip%22	https://gmpg.org/xfn/default.css	/home/barry/websites/EDI/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
14:47:56	4170/4170	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2014:47:55%20GMT	https://gmpg.org/xfn/.	/home/barry/websites/EDI/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
14:48:01	16269/16269	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2014:47:59%20GMT	https://gmpg.org/xfn/intro	/home/barry/websites/EDI/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
14:48:02	7342/7342	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2014:48:02%20GMT	https://gmpg.org/xfn/faq	/home/barry/websites/EDI/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
14:48:04	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2009%20Nov%202021%2014:48:04%20GMT	https://fonts.googleapis.com/robots.txt		(from https://www.arteva.fr/solution-edi/)
14:48:05	240/240	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2014:48:05%20GMT	http://www.arteva.fr/robots.txt		(from https://www.arteva.fr/solution-edi/)
14:48:07	1859/1859	---M-Z	200	added ('OK')	text/plain	date:Wed,%2013%20Oct%202021%2023:00:00%20GMT	http://www.google.com/robots.txt		(from https://www.arteva.fr/solution-edi/)
14:48:11	5482/5482	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Oct%202019%2018:30:00%20GMT	http://www.google.com/images/branding/googlelogo/1x/googlelogo_white_background_color_272x92dp.png	/home/barry/websites/EDI/www.google.com/images/branding/googlelogo/1x/googlelogo_white_background_color_272x92dp.png	(from http://www.google.com/)
14:48:13	51/51	---MCZ	200	added ('OK')	text/plain	date:Tue,%2009%20Nov%202021%2014:48:13%20GMT	http://fonts.googleapis.com/robots.txt		(from https://www.arteva.fr/solution-edi/)
14:48:17	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2009%20Nov%202021%2014:48:17%20GMT	https://fonts.gstatic.com/robots.txt		(from https://www.arteva.fr/solution-edi/)
14:48:23	185999/185999	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/photo-contact-2.jpg?id=12260	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/photo-contact-2199d.jpg	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:24	5054/5054	---MC-	200	added ('OK')	text/css	date:Tue,%2009%20Nov%202021%2014:48:23%20GMT	https://fonts.googleapis.com/css?family=Rubik%3A300%2C400%2C500%2C700%2C900%2C300italic%2C400italic%2C500italic%2C700italic%2C900italic%7CPoppins%3A400%7COpen%20Sans%3A300%2C400%2C600%2C700%2C800%2C300italic%2C400italic%2C600italic%2C700italic%2C800italic&display=swap	/home/barry/websites/EDI/fonts.googleapis.com/css8c58.css	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:26	1280080/1280080	---MCZ	200	added ('OK')	text/css	date:Tue,%2018%20May%202021%2010:06:45%20GMT	https://www.arteva.fr/wp-content/cache/min/1/89b45991cdd7d7a89b1e533a226b4a75.css	/home/barry/websites/EDI/www.arteva.fr/wp-content/cache/min/1/89b45991cdd7d7a89b1e533a226b4a75.css	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:28	1920/1920	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-carrefour.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-carrefour.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:29	101280/101280	---MC-	200	added ('OK')	application/json	date:Tue,%2009%20Nov%202021%2014:48:27%20GMT	https://www.arteva.fr/wp-json/wp/v2/pages/9038	/home/barry/websites/EDI/www.arteva.fr/wp-json/wp/v2/pages/9038.json	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:30	2598/2598	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-auchan-1.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-auchan-1.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:31	3488/3488	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-systeme-u.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-systeme-u.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2009%20Nov%202021%2014:48:30%20GMT	https://www.arteva.fr/?p=9038	/home/barry/websites/EDI/www.arteva.fr/index0dcc.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:32	136756/136756	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2007:04:43%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-auchan/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-auchan/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:32	133733/133733	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2004:51:06%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-carrefour/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-carrefour/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:32	134019/134019	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2007:04:40%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-systeme-u/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-systeme-u/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:33	3585/3585	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-cora.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-cora.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:34	3730/3730	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-casino.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-casino.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:35	133831/133831	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2007:05:07%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-cora/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-cora/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:35	2348/2348	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-leclerc.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-leclerc.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:36	133715/133715	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2007:03:51%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-casino/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-casino/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:36	2548/2548	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-monoprix.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-monoprix.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:37	133851/133851	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2007:04:09%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-leclerc/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-leclerc/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:37	134212/134212	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2007:04:51%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-monoprix/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-monoprix/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:37	2730/2730	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-metro.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-metro.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:38	5384/5384	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-leroy-merlin.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-leroy-merlin.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:39	133775/133775	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2008:44:29%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-metro/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-metro/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:39	2143/2143	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-castorama.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-castorama.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:40	137562/137562	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2007:04:31%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-leroy-merlin/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-leroy-merlin/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:40	2940/2940	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-mr-bricolage.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-mr-bricolage.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:41	134117/134117	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2007:04:58%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-castorama/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-castorama/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:41	7697/7697	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-brico-depot.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-brico-depot.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:42	134086/134086	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2007:04:06%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-mr-bricolage/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-mr-bricolage/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:43	133751/133751	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2012:02:01%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-samse/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-samse/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:43	2463/2463	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-samse.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-samse.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:44	4759/4759	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:12%20GMT	https://www.arteva.fr/wp-content/uploads/2019/10/edi-bosch.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/10/edi-bosch.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:45	5504/5504	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:12%20GMT	https://www.arteva.fr/wp-content/uploads/2019/10/edi-bricomarche.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/10/edi-bricomarche.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:46	3787/3787	---M--	200	added ('OK')	image/png	date:Thu,%2016%20Jul%202020%2008:39:11%20GMT	https://www.arteva.fr/wp-content/uploads/2019/06/edi-gedimat.png	/home/barry/websites/EDI/www.arteva.fr/wp-content/uploads/2019/06/edi-gedimat.png	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
14:48:47	133452/133452	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Nov%202021%2008:44:32%20GMT	https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-brico-depot/	/home/barry/websites/EDI/www.arteva.fr/solution-edi/plateforme-edi-partenaires/edi-brico-depot/index.html	(from https://www.arteva.fr/solution-edi/plateforme-edi-partenaires/)
